Link,Name,Price,Color
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-ram-1500-9271834/,2022 RAM 1500,"$72,510                            
+ tax & lic",White
https://www.carpages.ca//new-cars/alberta/peace-river/2022-ford-escape-9271696/,2022 Ford Escape,"$44,819                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/british-columbia/langley/2015-tesla-model-s-9271486/,2015 Tesla Model S,"$78,800                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/manitoba/winnipeg/2008-lexus-rx-400h-9271390/,2008 Lexus RX 400h,"$17,887                            
+ tax & lic",Breakwater Blue Metallic
https://www.carpages.ca//used-cars/manitoba/winnipeg/2020-lexus-nx-9271387/,2020 Lexus NX,"$50,000                            
+ tax & lic",Eminent White Pearl
https://www.carpages.ca//used-cars/manitoba/winnipeg/2019-lexus-ux-9271375/,2019 Lexus UX,"$39,000                            
+ tax & lic",Eminent White Pearl
https://www.carpages.ca//used-cars/alberta/calgary/2013-ford-fusion-9271132/,2013 Ford Fusion,"$1,950                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/oakville/2015-tesla-model-s-9270883/,2015 Tesla Model S,"$53,950                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/kingston/2021-kia-niro-9270763/,2021 Kia NIRO,"$46,995                            
+ tax & lic",Dark Blue
https://www.carpages.ca//used-cars/alberta/calgary/2012-toyota-prius-9270691/,2012 Toyota Prius,"$9,988                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/oakville/2019-lexus-ux-9270628/,2019 Lexus UX,"$42,888                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/london/2020-honda-insight-9270451/,2020 Honda Insight,"$37,995                            
+ tax & lic",White
https://www.carpages.ca//new-cars/saskatchewan/regina/2023-lexus-es-300-9270430/,2023 Lexus ES 300,"$54,645                            
+ tax & lic",Beige
https://www.carpages.ca//new-cars/prince-edward-island/charlottetown/2023-hyundai-sonata-9270301/,2023 Hyundai Sonata,"$43,089                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/guelph/2020-ford-fusion-9269218/,2020 Ford Fusion,"$30,988                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/guelph/2018-toyota-highlander-9269206/,2018 Toyota Highlander,"$39,998                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/nova-scotia/port-hawkesbury/2022-toyota-prius-9268783/,2022 Toyota Prius,"$33,750                            
+ tax & lic",01G3 MAGNETIC GREY METALLIC
https://www.carpages.ca//new-cars/nova-scotia/port-hawkesbury/2023-toyota-sienna-9268771/,2023 Toyota Sienna,"$54,690                            
+ tax & lic",08X8 BLUEPRINT
https://www.carpages.ca//new-cars/nova-scotia/port-hawkesbury/2023-toyota-sienna-9268768/,2023 Toyota Sienna,"$41,650                            
+ tax & lic",01J9 CELESTIAL SILVER METALLIC
https://www.carpages.ca//new-cars/saskatchewan/regina/2022-ford-f-150-9268468/,2022 Ford F-150,"$85,000                            
+ tax & lic",ATLAS BLU MET
https://www.carpages.ca//new-cars/saskatchewan/regina/2022-ford-f-150-9268465/,2022 Ford F-150,"$83,200                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//new-cars/saskatchewan/regina/2022-ford-f-150-9268441/,2022 Ford F-150,"$85,550                            
+ tax & lic",STAR WHITE METALLIC TRI-COAT
https://www.carpages.ca//new-cars/saskatchewan/regina/2022-ford-f-150-9268432/,2022 Ford F-150,"$69,999                            
+ tax & lic",RAPID RED MET
https://www.carpages.ca//used-cars/ontario/orleans/2022-tesla-model-y-9268054/,2022 Tesla Model Y,"$89,500                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/british-columbia/surrey/2019-tesla-model-3-9267298/,2019 Tesla Model 3,"$52,987                            
+ tax & lic",White
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-ram-1500-9267289/,2022 RAM 1500,"$72,510                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/cobourg/2022-toyota-corolla-9267163/,2022 Toyota Corolla,"$37,892                            
+ tax & lic",Red
https://www.carpages.ca//used-cars/manitoba/winnipeg/2022-ford-mustang-mach-e-9266650/,2022 Ford Mustang MACH-E,"$89,981                            
+ tax & lic",Dark Matter Grey Metallic
https://www.carpages.ca//used-cars/ontario/kingston/2019-bmw-i8-9266230/,2019 BMW i8,"$169,998                            
+ tax & lic",Orange
https://www.carpages.ca//used-cars/ontario/komoka/2017-ford-fusion-energi-9266173/,2017 Ford Fusion Energi,"$24,495                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/ontario/guelph/2016-kia-optima-9265609/,2016 Kia Optima,"$20,995                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/brampton/2019-tesla-model-3-9265315/,2019 Tesla Model 3,"$54,999                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-lexus-nx-9265279/,2023 Lexus NX,"$70,997                            
+ tax & lic",Green
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-lexus-nx-9265276/,2023 Lexus NX,"$66,227                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-lexus-nx-9265273/,2023 Lexus NX,"$61,927                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-lexus-nx-9265270/,2023 Lexus NX,"$56,927                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-lexus-nx-9265267/,2023 Lexus NX,"$55,427                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/brampton/2019-toyota-camry-9265207/,2019 Toyota Camry,"$36,900                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-a8-9264892/,2023 Audi A8,"$132,359                            
+ tax & lic",Firmament Blue Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-q7-9264889/,2023 Audi Q7,"$90,259                            
+ tax & lic",Glacier White Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-q8-9264886/,2023 Audi Q8,"$94,859                            
+ tax & lic",Mythos Black Metallic
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-audi-q5-9264883/,2023 Audi Q5,"$71,694                            
+ tax & lic",Glacier White Metallic
https://www.carpages.ca//used-cars/ontario/mississauga/2023-hyundai-tucson-hybrid-9264823/,2023 Hyundai Tucson Hybrid,"$60,995                            
+ tax & lic",Crystal White
https://www.carpages.ca//used-cars/nova-scotia/halifax/2020-ford-fusion-9264556/,2020 Ford Fusion,"$30,795                            
+ tax & lic",Silver
https://www.carpages.ca//used-cars/ontario/oakville/2022-kia-ev6-9264397/,2022 Kia EV6,"$66,980                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/manitoba/brandon/2022-ford-f-150-9264334/,2022 Ford F-150,"$57,019                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/manitoba/winnipeg/2022-ford-escape-9264259/,2022 Ford Escape,"$52,388                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//used-cars/ontario/orleans/2021-chevrolet-bolt-9264016/,2021 Chevrolet Bolt,"$43,800                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/brampton/2023-polestar-2-9263728/,2023 Polestar 2,"$68,995                            
+ tax & lic",Space Metallic
https://www.carpages.ca//used-cars/ontario/brampton/2023-polestar-2-9263725/,2023 Polestar 2,"$67,995                            
+ tax & lic",Space Metallic
https://www.carpages.ca//used-cars/ontario/brampton/2023-polestar-2-9263719/,2023 Polestar 2,"$59,995                            
+ tax & lic",Snow Metallic
https://www.carpages.ca//used-cars/british-columbia/surrey/2016-nissan-leaf-9263698/,2016 Nissan Leaf,"$21,980                            
+ tax & lic",Gun Metallic
https://www.carpages.ca//used-cars/ontario/north-york/2022-kia-sorento-9263647/,2022 Kia Sorento,"$69,987                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/listowel/2022-jeep-wrangler-9263572/,2022 Jeep Wrangler,"$64,995                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/british-columbia/surrey/2022-tesla-model-y-9263551/,2022 Tesla Model Y,"$89,999                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/hamilton/2017-lincoln-mkz-9263458/,2017 Lincoln MKZ,"$29,995                            
+ tax & lic",Burgundy
https://www.carpages.ca//used-cars/ontario/concord/2019-toyota-prius-9263374/,2019 Toyota Prius,"$23,787                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/elie/2022-ford-mustang-mach-e-9262585/,2022 Ford Mustang MACH-E,"$92,630                            
+ tax & lic",SHADOW BLACK
https://www.carpages.ca//used-cars/ontario/stittsville/2018-toyota-prius-9262306/,2018 Toyota Prius,"$33,999                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/goderich/2016-toyota-highlander-9262261/,2016 Toyota Highlander,"$30,995                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/british-columbia/port-coquitlam/2015-tesla-model-s-9262165/,2015 Tesla Model S,"$66,995                            
+ tax & lic",White
https://www.carpages.ca//used-cars/british-columbia/parksville/2009-toyota-prius-9262105/,2009 Toyota Prius,"$14,997                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-ram-1500-9261985/,2022 RAM 1500,"$72,510                            
+ tax & lic",White
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-ram-1500-9261979/,2022 RAM 1500,"$73,005                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ford-f-150-9261934/,2022 Ford F-150,"$83,100                            
+ tax & lic",Blue
https://www.carpages.ca//used-cars/alberta/edmonton/2022-lexus-nx-9261922/,2022 Lexus NX,"$65,998                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/ontario/ottawa/2022-ford-f-150-9261091/,2022 Ford F-150,"$62,055                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//used-cars/ontario/scarborough/2009-chevrolet-malibu-9261031/,2009 Chevrolet Malibu,"$10,400                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/british-columbia/surrey/2023-jeep-wrangler-9261022/,2023 Jeep Wrangler,"$77,088                            
+ tax & lic",Silver Zynith
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-jeep-grand-cherokee-9260878/,2022 Jeep Grand Cherokee,"$90,800                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/waterloo/2019-tesla-model-3-9260416/,2019 Tesla Model 3,"$65,926                            
+ tax & lic",Red Multi-Coat
https://www.carpages.ca//used-cars/ontario/waterloo/2017-chrysler-pacifica-9260413/,2017 Chrysler Pacifica,"$38,529                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-sportage-9259723/,2023 Kia Sportage,"$44,650                            
+ tax & lic",Steel Grey
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-volvo-xc90-9259696/,2023 Volvo XC90,"$93,120                            
+ tax & lic",Silver Dawn
https://www.carpages.ca//used-cars/manitoba/winnipeg/2022-kia-niro-9259654/,2022 Kia NIRO,"$40,997                            
+ tax & lic",Ocean Blue
https://www.carpages.ca//used-cars/ontario/scarborough/2012-bmw-5-series-9259570/,2012 BMW 5 Series,"$17,990                            
+ tax & lic",White
https://www.carpages.ca//new-cars/saskatchewan/saskatoon/2022-ram-1500-9258415/,2022 RAM 1500,"$63,710                            
+ tax & lic",Bright White Clearcoat
https://www.carpages.ca//new-cars/saskatchewan/regina/2022-ram-1500-9258271/,2022 RAM 1500,"$98,104                            
+ tax & lic",Granite Crystal Metallic
https://www.carpages.ca//used-cars/british-columbia/new-westminster/2019-ford-fusion-9258259/,2019 Ford Fusion,"$31,800                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-ford-escape-9258127/,2022 Ford Escape,"$48,369                            
+ tax & lic",Silver
https://www.carpages.ca//new-cars/british-columbia/surrey/2022-ford-escape-9258121/,2022 Ford Escape,"$52,719                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/peterborough/2022-tesla-model-3-9258013/,2022 Tesla Model 3,"$74,999                            
+ tax & lic",MIDNIGHT SILVER METALLIC
https://www.carpages.ca//used-cars/ontario/north-york/2020-ford-fusion-hybrid-9257659/,2020 Ford Fusion Hybrid,"$29,980                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/north-york/2020-ford-fusion-hybrid-9257617/,2020 Ford Fusion Hybrid,"$29,980                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/ontario/oakville/2022-ford-f-150-9257590/,2022 Ford F-150,"$73,200                            
+ tax & lic",Rapid Red Metallic Tinted Clearcoat
https://www.carpages.ca//new-cars/british-columbia/vancouver/2023-mercedes-benz-e-class-9257530/,2023 Mercedes-Benz E-Class,"$171,412                            
+ tax & lic",Obsidian Black Metallic
https://www.carpages.ca//used-cars/ontario/nepean/2021-hyundai-santa-fe-9257428/,2021 Hyundai Santa Fe,"$53,999                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/nepean/2022-hyundai-tucson-hybrid-9257413/,2022 Hyundai Tucson Hybrid,"$52,999                            
+ tax & lic",Red
https://www.carpages.ca//used-cars/british-columbia/surrey/2022-hyundai-elantra-9256408/,2022 Hyundai Elantra,"$41,872                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/alberta/peace-river/2022-ram-1500-9256297/,2022 RAM 1500,"$87,685                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ram-1500-9256255/,2022 RAM 1500,"$89,445                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2022-ford-f-150-9256099/,2022 Ford F-150,"$83,100                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/manitoba/winnipeg/2022-kia-ev6-9255931/,2022 Kia EV6,"$75,992                            
+ tax & lic",Runway Red
https://www.carpages.ca//used-cars/alberta/edmonton/2020-toyota-rav4-9255838/,2020 Toyota RAV4,"$47,900                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/toronto/2019-hyundai-kona-9255676/,2019 Hyundai KONA,"$49,998                            
+ tax & lic",
https://www.carpages.ca//used-cars/ontario/oakville/2021-tesla-model-s-9255286/,2021 Tesla Model S,"$134,400                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/etobicoke/2008-lexus-rx-400h-9255121/,2008 Lexus RX 400h,"$17,888                            
+ tax & lic",Grey
https://www.carpages.ca//used-cars/ontario/mississauga/2021-jeep-wrangler-9254809/,2021 Jeep Wrangler,"$69,995                            
+ tax & lic",White
https://www.carpages.ca//used-cars/manitoba/winnipeg/2013-ford-fusion-9254317/,2013 Ford Fusion,"$15,950                            
+ tax & lic",Anthracite
https://www.carpages.ca//used-cars/ontario/guelph/2016-toyota-rav4-9254002/,2016 Toyota RAV4,"$32,998                            
+ tax & lic",White
https://www.carpages.ca//used-cars/manitoba/winnipeg/2006-toyota-prius-9253969/,2006 Toyota Prius,"$8,500                            
+ tax & lic",Brown
https://www.carpages.ca//used-cars/british-columbia/port-moody/2019-honda-clarity-9252778/,2019 Honda Clarity,"$41,000                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/manitoba/brandon/2022-ford-f-150-9252691/,2022 Ford F-150,"$67,795                            
+ tax & lic",Space White Metallic
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2022-ford-f-150-9252523/,2022 Ford F-150,"$82,270                            
+ tax & lic",Agate Black Metallic
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2022-ford-f-150-9252520/,2022 Ford F-150,"$86,900                            
+ tax & lic",Iconic Silver Metallic
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2022-ford-escape-9252517/,2022 Ford Escape,"$46,569                            
+ tax & lic",Iced Blue Silver Metallic
https://www.carpages.ca//new-cars/british-columbia/abbotsford/2022-ford-f-150-9252514/,2022 Ford F-150,"$81,920                            
+ tax & lic",Oxford White
https://www.carpages.ca//new-cars/manitoba/selkirk/2022-ford-escape-9252292/,2022 Ford Escape,"$45,518                            
+ tax & lic",Agate Black
https://www.carpages.ca//used-cars/british-columbia/coquitlam/2022-kia-ev6-9251932/,2022 Kia EV6,"$76,917                            
+ tax & lic",
https://www.carpages.ca//used-cars/ontario/bolton/2023-kia-sportage-9251824/,2023 Kia Sportage,"$56,995                            
+ tax & lic",Steel Grey (MET)
https://www.carpages.ca//used-cars/quebec/saint-hubert/2015-chevrolet-volt-9251245/,2015 Chevrolet Volt,"$22,980                            
+ tax & lic",LIGHT GREY
https://www.carpages.ca//used-cars/ontario/cobourg/2021-toyota-highlander-9250762/,2021 Toyota Highlander,"$62,969                            
+ tax & lic",Red
https://www.carpages.ca//used-cars/ontario/cobourg/2021-toyota-highlander-9250759/,2021 Toyota Highlander,"$67,902                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/welland/2014-hyundai-sonata-9250708/,2014 Hyundai Sonata,"$18,989                            
+ tax & lic",Blue
https://www.carpages.ca//new-cars/alberta/edmonton/2023-hyundai-tucson-hybrid-9250651/,2023 Hyundai Tucson Hybrid,"$49,999                            
+ tax & lic",
https://www.carpages.ca//used-cars/alberta/edmonton/2019-toyota-camry-9250489/,2019 Toyota Camry,"$32,900                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/tilbury/2022-tesla-model-y-9250009/,2022 Tesla Model Y,"$93,520                            
+ tax & lic",MIDNIGHT SILVER METALLIC
https://www.carpages.ca//used-cars/ontario/tilbury/2022-tesla-model-y-9249856/,2022 Tesla Model Y,"$96,668                            
+ tax & lic",Pearl White
https://www.carpages.ca//used-cars/ontario/oakville/2021-toyota-highlander-9249721/,2021 Toyota Highlander,"$72,888                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/orangeville/2019-honda-insight-9249301/,2019 Honda Insight,"$29,101                            
+ tax & lic",White
https://www.carpages.ca//used-cars/ontario/brampton/2023-toyota-camry-9249199/,2023 Toyota Camry,"$48,900                            
+ tax & lic",Black
https://www.carpages.ca//new-cars/ontario/mississauga/2022-hyundai-santa-fe-9248806/,2022 Hyundai Santa Fe,"$44,299                            
+ tax & lic",LAGOON BLUE
https://www.carpages.ca//used-cars/ontario/guelph/2020-ford-fusion-9248776/,2020 Ford Fusion,"$34,888                            
+ tax & lic",Black
https://www.carpages.ca//used-cars/ontario/guelph/2022-hyundai-tucson-hybrid-9248770/,2022 Hyundai Tucson Hybrid,"$49,998                            
+ tax & lic",Grey
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-ev6-9248509/,2023 Kia EV6,"$78,140                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-ev6-9248506/,2023 Kia EV6,"$67,140                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-ev6-9248503/,2023 Kia EV6,"$62,640                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-ev6-9248500/,2023 Kia EV6,"$60,140                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-ev6-9248497/,2023 Kia EV6,"$57,640                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-ev6-9248494/,2023 Kia EV6,"$49,640                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-soul-9248491/,2023 Kia Soul,"$55,540                            
+ tax & lic",White
https://www.carpages.ca//new-cars/manitoba/winnipeg/2023-kia-soul-9248488/,2023 Kia Soul,"$46,540                            
+ tax & lic",White
